Age,SibSp,Parch,Fare,Age_na,Pclass_2,Pclass_3,Sex_male,Cabin_C,Cabin_Missing,Cabin_Rare,Embarked_Q,Embarked_S
-0.08367822284248515,-0.46735429938053646,-0.4680658015004292,-0.6357968916929884,2.0173299812287917,-0.5074020387083603,-1.1351526014467959,0.7351085738750538,-0.2524777612391213,-1.8640977268361043,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
-0.8124329429797003,-0.46735429938053646,-0.4680658015004292,-0.4750101243786124,-0.4957047232257374,-0.5074020387083603,0.8809388259564933,0.7351085738750538,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
-2.039809313737115,0.4303694267676882,0.7652259978477411,-0.10634377102456022,-0.4957047232257374,1.9708237723001556,-1.1351526014467959,0.7351085738750538,-0.2524777612391213,-1.8640977268361043,2.8106938645110398,-0.31186579481020793,0.6076436202501999
1.1053426363287606,-0.46735429938053646,0.7652259978477411,0.5448672765323551,-0.4957047232257374,-0.5074020387083603,-1.1351526014467959,-1.3603432683808827,-0.2524777612391213,-1.8640977268361043,-0.3557840334824101,-0.31186579481020793,-1.6457014715109584
-1.5795431747030846,2.2258168790641375,1.9985177971959116,-0.06765296605263665,-0.4957047232257374,-0.5074020387083603,0.8809388259564933,-1.3603432683808827,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
-0.08367822284248515,-0.46735429938053646,-0.4680658015004292,-0.4885844878492884,2.0173299812287917,-0.5074020387083603,0.8809388259564933,0.7351085738750538,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,-1.6457014715109584
-0.4288778271180081,-0.46735429938053646,1.9985177971959116,-0.34052495901251884,-0.4957047232257374,1.9708237723001556,-1.1351526014467959,-1.3603432683808827,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
-1.0425660124967155,3.1235406052123618,0.7652259978477411,0.17238275163502095,-0.4957047232257374,-0.5074020387083603,0.8809388259564933,0.7351085738750538,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
2.3327190070861756,-0.46735429938053646,-0.4680658015004292,-0.09514380116426653,-0.4957047232257374,-0.5074020387083603,-1.1351526014467959,0.7351085738750538,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
-0.1987447576009928,-0.46735429938053646,-0.4680658015004292,0.9266844308605486,-0.4957047232257374,-0.5074020387083603,-1.1351526014467959,0.7351085738750538,-0.2524777612391213,-1.8640977268361043,2.8106938645110398,-0.31186579481020793,-1.6457014715109584
-1.1959880588413925,4.021264331360587,1.9985177971959116,0.3192550836665993,-0.4957047232257374,-0.5074020387083603,0.8809388259564933,0.7351085738750538,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
1.8724528680521448,0.4303694267676882,-0.4680658015004292,-0.10634377102456022,-0.4957047232257374,1.9708237723001556,-1.1351526014467959,0.7351085738750538,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
-0.8124329429797003,-0.46735429938053646,-0.4680658015004292,-0.48001549272708555,-0.4957047232257374,-0.5074020387083603,0.8809388259564933,0.7351085738750538,-0.2524777612391213,-1.8640977268361043,2.8106938645110398,-0.31186579481020793,0.6076436202501999
-0.8891439661520387,0.4303694267676882,0.7652259978477411,-0.47585724937168195,-0.4957047232257374,-0.5074020387083603,0.8809388259564933,0.7351085738750538,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
-0.045322711256315935,0.4303694267676882,0.7652259978477411,-0.42274291957785654,-0.4957047232257374,-0.5074020387083603,0.8809388259564933,-1.3603432683808827,-0.2524777612391213,-1.8640977268361043,2.8106938645110398,-0.31186579481020793,0.6076436202501999
0.41494342777771465,0.4303694267676882,0.7652259978477411,-0.22343436501853953,-0.4957047232257374,-0.5074020387083603,0.8809388259564933,-1.3603432683808827,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
-0.12203373442865437,-0.46735429938053646,-0.4680658015004292,-0.37819758490623395,-0.4957047232257374,1.9708237723001556,-1.1351526014467959,-1.3603432683808827,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
0.8752095668117452,-0.46735429938053646,5.698393195240423,0.17238275163502095,-0.4957047232257374,-0.5074020387083603,0.8809388259564933,-1.3603432683808827,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
-0.3521668039456697,0.4303694267676882,-0.4680658015004292,-0.10634377102456022,-0.4957047232257374,1.9708237723001556,-1.1351526014467959,0.7351085738750538,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
-0.08367822284248515,0.4303694267676882,-0.4680658015004292,-0.32016137744834855,2.0173299812287917,-0.5074020387083603,0.8809388259564933,-1.3603432683808827,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,3.2065074677669267,-1.6457014715109584
1.4121867290181143,-0.46735429938053646,-0.4680658015004292,-0.47585724937168195,-0.4957047232257374,-0.5074020387083603,0.8809388259564933,0.7351085738750538,-0.2524777612391213,0.5364525612599078,-0.3557840334824101,-0.31186579481020793,0.6076436202501999
-0.582299873462685,-0.46735429938053646,0.7652259978477411,0.4842000943363789,-0.4957047232257374,-0.5074020387083603,-1.1351526014467959,-1.3603432683808827,-0.2524777612391213,-1.8640977268361043,2.8106938645110398,-0.31186579481020793,0.6076436202501999
